Price,Close,High,Low,Open,Volume,log_return,vol_5d,vol_21d,vol_63d,target_vol,ewm_vol_21,parkinson_vol,gk_vol,vol_of_vol,ma_5,ma_10,ma_21,ma_50,ma_200,price_vs_ma21,price_vs_ma50,price_vs_ma200,momentum_5,momentum_21,hl_pct,rsi,macd,macd_signal,macd_diff,bb_middle,bb_upper,bb_lower,bb_width,bb_position,atr,stoch_k,stoch_d,volume_ma_5,volume_ma_21,volume_ratio,price_volume,obv,return_lag_1,return_lag_5,return_lag_21,vol_lag_1,vol_lag_5,high_21d,low_21d,price_position,high_vol_regime,uptrend,high_252d,low_252d,pct_off_high,pct_off_low
2015-12-31,172.78765869140625,174.49968997185306,172.78765869140625,173.85556540914322,114877900.0,-0.0100539256276021,0.1255768180007095,0.1828304323104637,0.1483803090411866,0.2345870816356893,0.16536297480309314,0.13114634338537984,0.12951192650396356,0.017406745862149096,174.2691680908203,173.1477066040039,173.4483155750093,174.4900732421875,172.92675636291503,-0.3808955315667774,-0.9756512328459721,-0.08043733337417124,-1.0435862875103816,-2.656455224621552,0.9908296075152259,48.66956139265398,-0.054658775630997525,-0.19678610273359798,0.14212732710260045,173.33615341186524,177.1579145952384,169.51439222849208,0.04409652698698398,0.4282405814830535,2.2581989885990197,56.55538379354969,77.20648418666276,77055160.0,134620185.7142857,0.8533482507876924,-1154973.8628551112,-2606956000.0,-0.0071128081341812,0.0123071953769024,0.0094898775285145,0.1835492420079104,0.1782602771451615,177.77259450344067,168.4626918430206,0.4645555389931979,0,1,178.6803367219683,152.8816069080654,-3.2978883623502613,13.020566820252776
2016-01-04,170.3721466064453,170.38061733347607,168.3126218860981,169.92295235806984,222353500.0,-0.0140782920575428,0.1511728512453315,0.1856512660922483,0.1487216560565293,0.2332767075408991,0.16996179467627828,0.1307247788217738,0.13057185345806505,0.015568294915318562,173.4792510986328,172.9249694824219,173.19501023065476,174.49624694824217,172.9087703704834,-1.6298758379066813,-2.363432116118877,-1.4670301330597597,-2.2656870864151646,-3.027699376470043,1.2138107598978467,50.59119072332351,-0.31033231795453275,-0.21949534577778496,-0.0908369721767478,173.1931900024414,177.2388094271114,169.14757057777143,0.046717996528765945,0.15134592507719316,2.3154615606717743,26.413027343912464,54.118258607416045,111817940.0,140044576.19047618,1.5877337491283814,-3130357.513016843,-2829309500.0,-0.0100539256276021,-0.0016515086831368,-0.0102572490254825,0.1828304323104637,0.1781901661531126,176.9048282224271,168.3126218860981,0.23969684150149687,0,1,178.6803367219683,152.8816069080654,-4.649750648528702,11.440578138937115
2016-01-05,170.66033935546875,171.11800441894593,169.55006607762417,170.69423520252218,110845800.0,0.0016901194430936,0.1574846048436446,0.1800827630180736,0.144649714585958,0.2332502338066161,0.1628441959440863,0.12449541272602385,0.12634936451122483,0.013680686995643612,172.82664489746094,173.03853759765624,173.07257806687127,174.45072296142578,172.8845472717285,-1.3937729121192666,-2.1727531658296164,-1.2865278889060539,-1.8761314244775642,-1.4841854420555676,0.9187479336109263,49.384818009068724,-0.48412006130325835,-0.27242028888287967,-0.21169977242037868,172.89570999145508,176.75411683836248,169.03730314454768,0.04463276557987577,0.2103246592854732,2.240897880626256,30.109046568673243,37.69248590204513,120807120.0,137407509.52380952,0.8066939018408816,187342.64176526456,-2718463700.0,-0.0140782920575428,-0.002287821868015,-0.0141015925942835,0.1856512660922483,0.1782818664652761,176.9048282224271,168.3126218860981,0.27323802263036706,0,1,178.6803367219683,152.8816069080654,-4.4884610772694575,11.629085281720315
2016-01-06,168.50759887695312,169.5585382659889,167.47360094538482,168.10077111434867,152112600.0,-0.012694415626918,0.0994140396806597,0.1690276672786289,0.1467973743971554,0.2379518989952243,0.16396052811229267,0.11939831813458841,0.1262660318362464,0.012931019630036122,171.3722717285156,172.79698638916017,172.68675231933594,174.3242315673828,172.85127029418945,-2.420077618145621,-3.336674791640392,-2.512953135862687,-4.136925696207157,-4.587703680625772,1.2372957270173455,41.0836830110901,-0.7864900966413586,-0.3752342504345755,-0.4112558462067831,172.54409255981446,176.66095191124768,168.42723320838124,0.047719505088313144,0.00976055552443251,2.273537566155365,11.972552718324044,22.83154221030325,132701500.0,135464590.47619048,1.122895654615629,-1930980.566491127,-2870576300.0,0.0016901194430936,0.0106153659837018,0.0193152111665124,0.1800827630180736,0.1824604901903217,176.7026223313096,167.47360094538482,0.11203765690100806,0,1,178.6803367219683,152.8816069080654,-5.693260955090009,10.220975750395095
2016-01-07,164.46485900878906,167.33801418987764,164.07498558364367,165.54970732343884,213436100.0,-0.0242839216302702,0.1478196374581246,0.1852307228688355,0.1538003964107951,0.2283854549273569,0.18671250736426231,0.12368032566404764,0.1314078746643045,0.012696400978860068,169.3585205078125,171.99606475830078,172.15936715262276,174.1254788208008,172.802700881958,-4.469410100126799,-5.548079395063054,-4.8250645566382335,-5.768949492644626,-6.3091556412596255,1.9840278500221107,28.61529355631656,-1.3369246132910177,-0.567572323005864,-0.7693522902851537,172.0493179321289,177.43125069453805,166.66738516971975,0.06256267478528742,-0.2046222294260656,2.374105743360165,3.2394916689342015,15.107030318643831,162725180.0,140769780.95238096,1.5162068062903382,-5183065.525470514,-3084012400.0,-0.012694415626918,-0.0071128081341812,-0.0060769314288574,0.1690276672786289,0.1835492420079104,176.1100041911669,164.07498558364367,0.03239491668934202,0,1,178.6803367219683,152.8816069080654,-7.955815381800477,7.576615876159115
2016-01-08,162.65957641601562,165.99040922159983,162.37141644919652,165.4310307454849,209817200.0,-0.0110373957092896,0.1472161819674106,0.1868840501451859,0.1540797405946339,0.2261783440700625,0.18067914045080857,0.1294749832093513,0.1341695098082082,0.012438906945619629,167.33290405273436,170.80103607177733,171.60218738374255,173.89736053466797,172.75786727905273,-5.211245325054718,-6.462308619349051,-5.845343556322975,-5.8615773557526385,-6.710685681480859,2.224887616298371,29.63037082991454,-1.8969522659852487,-0.833448311601741,-1.0635039543835076,171.53210067749023,178.32978457425543,164.73441678072504,0.07925844631898964,-0.15261377229505838,2.4135489595285953,2.0974496959305435,5.76983136106293,181713040.0,145838580.95238096,1.4386947447637966,-2315835.4630151577,-3293829600.0,-0.0242839216302702,-0.0100539256276021,-0.0067424944717885,0.1852307228688355,0.1828304323104637,176.1100041911669,162.37141644919652,0.020974496959305436,0,1,178.6803367219683,152.8816069080654,-8.966157440637375,6.39577886817356
2016-01-11,162.82058715820312,163.9223895605881,160.87973009583322,163.5833664731728,187941300.0,0.0009893736905701,0.1712390708398036,0.1866989083627425,0.1540947462818001,0.225998130709721,0.17456075055697493,0.12738214689132882,0.13127864756051286,0.01179227200455827,165.82259216308594,169.6509216308594,171.11726670038132,173.63286437988282,172.7158819580078,-4.848534401093088,-6.227091432428392,-5.729232707279638,-4.432390856520737,-5.8861870076561225,1.8687191330409,34.39830800982354,-2.301258518545069,-1.1270103529904067,-1.1742481655546622,171.00060806274413,178.7608462761204,163.24036984936788,0.09076269729437267,-0.02704702353345156,2.399746492229119,12.743415188860919,6.0267855179085545,174830600.0,147054761.9047619,1.2780361381409582,185944.17759154233,-3105888300.0,-0.0110373957092896,-0.0140782920575428,-0.0078098817489042,0.1868840501451859,0.1856512660922483,176.1100041911669,160.87973009583322,0.12743415188860918,0,1,178.6803367219683,152.8816069080654,-8.87604638245304,6.501096143053019
2016-01-12,164.13430786132812,164.8886166037354,161.99850723524926,164.26991712415463,172330500.0,0.0080361407220859,0.1998852277523771,0.1896469351805313,0.1550428417151606,0.2263501155750077,0.176442902083069,0.13056103463216867,0.13560914849554948,0.010988150695279978,164.51738586425782,168.67201538085936,170.67364138648622,173.39666412353515,172.67850494384766,-3.8314841542227023,-5.341715372106655,-4.948037444091822,-3.8239883494826183,-5.37106254741693,1.760819786030282,34.1385661104904,-2.486999275700441,-1.3990081375324137,-1.0879911381680274,170.7028823852539,179.04545643377855,162.36030833672925,0.09774379825287968,0.10632207243713958,2.4935799072475118,21.369134561354052,12.06999981538184,187127540.0,149731028.57142857,1.150933788702256,1384872.1487074243,-2933557800.0,0.0009893736905701,0.0016901194430936,0.0025776450919984,0.1866989083627425,0.1800827630180736,176.1100041911669,160.87973009583322,0.21369134561354053,0,1,178.6803367219683,152.8816069080654,-8.14081119808623,7.3604020659133145
2016-01-13,160.0406951904297,165.15135126879767,159.65930545504915,164.8038573828774,221168900.0,-0.0252569152074431,0.2359203150545294,0.1969299676194971,0.1623662592206872,0.2243600351047612,0.1969667832724349,0.14583864200599891,0.14318046598507642,0.01161922101819222,162.82400512695312,167.09813842773437,170.19515918550036,173.09375762939453,172.6101919555664,-5.966364756592779,-7.541035920493641,-7.282013085514884,-5.024642059439766,-5.907575899074015,3.4316558093012697,24.035451537414403,-2.93073678475605,-1.7053538669771413,-1.2253829177789086,170.15751037597656,179.76306301921647,160.55195773273664,0.11290189450957157,-0.026612864521999263,2.7466302489529317,2.318380158182526,12.143643302799168,200938800.0,150207009.52380952,1.4724272901854305,-5586044.153823462,-3154726700.0,0.0080361407220859,-0.012694415626918,-0.0195711275190233,0.1896469351805313,0.1690276672786289,176.1100041911669,159.65930545504915,0.02318380158182526,0,1,178.6803367219683,152.8816069080654,-10.431837030026662,4.682766244515838
2016-01-14,162.6680450439453,163.7952727103789,159.04906525069086,160.65091236985222,240795600.0,0.0162834629461261,0.259186277393746,0.2062718765141808,0.1657153870221209,0.224794385268518,0.2132975033571208,0.15487625035750915,0.15370227499019146,0.012461192472701945,162.4646423339844,165.91158142089844,169.80086916968935,172.8019448852539,172.56260627746582,-4.200699419633652,-5.864459365916182,-5.733896495287573,-1.09252151229931,-4.8436271702059495,2.9177257637822063,25.563667496595045,-3.0354065057696573,-1.9713643947356445,-1.0640421110340128,169.65377655029297,179.73346291005439,159.57409019053156,0.11882654857109344,0.15347475819113598,2.930061676788995,21.212078689694184,14.966531136410254,206410700.0,152988457.14285713,1.5739461950070557,3920986.2301902017,-2913931100.0,-0.0252569152074431,-0.0242839216302702,0.0050394291077559,0.1969299676194971,0.1852307228688355,176.1100041911669,159.04906525069086,0.21212078689694183,0,1,178.6803367219683,152.8816069080654,-8.9614178995748,6.401318205508483
